RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	Locus	LocusTag	ProteinProduct	Length	COGs	ProteinName
chr	NC_012967.1	250813	251073	-	8175180	dinJ	ECB_00221	YP_003043450.1	86	-	putative antitoxin of YafQ-DinJ toxin-antitoxin system
chr	NC_012967.1	251283	252032	+	8175181	yafL	ECB_00222	YP_003043451.1	249	-	putative lipoprotein and C40 family peptidase
chr	NC_012967.1	252208	252705	+	8178329	yafM	ECB_00223	YP_003043452.1	165	-	hypothetical protein ECB_00223
chr	NC_012967.1	255461	256516	+	8175183	dinB	ECB_00226	YP_003043453.1	351	-	DNA polymerase IV
chr	NC_012967.1	256568	256861	+	8175184	yafN	ECB_00227	YP_003043454.1	97	-	putative antitoxin of the YafO-YafN toxin-antitoxin system
chr	NC_012967.1	256864	257262	+	8175185	yafO	ECB_00228	YP_003043455.1	132	-	putative toxin YafO
chr	NC_012967.1	257272	257724	+	8175186	yafP	ECB_00229	YP_003043456.1	150	-	hypothetical protein ECB_00229
chr	NC_012967.1	257958	258224	+	8175187	ykfJ	ECB_00230	YP_003043457.1	88	-	hypothetical protein ECB_00230
chr	NC_012967.1	258193	258693	+	8175188	prfH	ECB_00231	YP_003043458.1	166	-	peptide chain release factor-like protein
chr	NC_012967.1	258750	260207	-	8178331	pepD	ECB_00232	YP_003043459.1	485	-	aminoacyl-histidine dipeptidase
chr	NC_012967.1	260468	260926	+	8175189	gpt	ECB_00233	YP_003043460.1	152	-	xanthine-guanine phosphoribosyltransferase
chr	NC_012967.1	261018	262262	+	8175190	frsA	ECB_00234	YP_003043461.1	414	-	fermentation/respiration switch protein
chr	NC_012967.1	262320	262721	+	8178332	crl	ECB_00235	YP_003043462.1	133	-	DNA-binding transcriptional regulator Crl
chr	NC_012967.1	262847	263122	+	8175191	insA-3	ECB_00236	YP_003043463.1	91	-	IS1 protein InsA
chr	NC_012967.1	263041	263544	+	8175192	insB-3	ECB_00237	YP_003043464.1	167	-	IS1 protein InsB
chr	NC_012967.1	263555	264592	-	8175193	phoE	ECB_00238	YP_003043465.1	345	-	outer membrane phosphoporin protein E
chr	NC_012967.1	264880	265983	+	8175194	proB	ECB_00239	YP_003043466.1	367	-	gamma-glutamyl kinase
chr	NC_012967.1	265995	267248	+	8175195	proA	ECB_00240	YP_003043467.1	417	-	gamma-glutamyl phosphate reductase
chr	NC_012967.1	267565	267975	-	8178886	yagP	ECB_00241	YP_003043468.1	136	-	putative transcriptional regulator
chr	NC_012967.1	267954	268910	-	8175197	yagQ	ECB_00242	YP_003043469.1	318	-	hypothetical protein ECB_00242
chr	NC_012967.1	268920	271118	-	8175198	yagR	ECB_00243	YP_003043470.1	732	-	putative oxidoreductase with molybdenum-binding domain
chr	NC_012967.1	271115	272071	-	8175199	yagS	ECB_00244	YP_003043471.1	318	-	putative oxidoreductase with FAD-binding domain
chr	NC_012967.1	272068	272757	-	8178333	yagT	ECB_00245	YP_003043472.1	229	-	putative xanthine dehydrogenase iron-sulfur-binding subunit
chr	NC_012967.1	273174	273788	+	8175200	yagU	ECB_00246	YP_003043473.1	204	-	inner membrane protein
chr	NC_012967.1	274035	274364	-	8178887	ykgJ	ECB_00247	YP_003043474.1	109	-	putative ferredoxin
chr	NC_012967.1	274677	275387	-	8175201	yagV	ECB_00248	YP_003043475.1	236	-	hypothetical protein ECB_00248
chr	NC_012967.1	275356	276999	-	8175202	yagW	ECB_00249	YP_003043476.1	547	-	putative receptor
chr	NC_012967.1	276989	279514	-	8178334	yagX	ECB_00250	YP_003043477.1	841	-	putative aromatic compound dioxygenase
chr	NC_012967.1	279540	280208	-	8178888	yagY	ECB_00251	YP_003043478.1	222	-	hypothetical protein ECB_00251
chr	NC_012967.1	280266	280901	-	8175203	yagZ	ECB_00252	YP_003043479.1	211	-	hypothetical protein ECB_00252
chr	NC_012967.1	280927	281517	-	8175204	ykgK	ECB_00253	YP_003043480.1	196	-	putative regulator
chr	NC_012967.1	282292	282519	+	8178335	ykgL	ECB_00254	YP_003043481.1	75	-	hypothetical protein ECB_00254
chr	NC_012967.1	282694	282957	-	8175205	rpmE2	ECB_00255	YP_003043482.1	87	-	50S ribosomal protein L31 type B
chr	NC_012967.1	284537	288793	+	8178889	eaeH	ECB_00256	YP_003043483.1	1418	-	attaching and effacing protein, pathogenesis factor
chr	NC_012967.1	288933	289784	-	8175206	ykgA	ECB_00257	YP_003043484.1	283	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	290375	290968	-	8175207	ykgB	ECB_00258	YP_003043485.1	197	-	inner membrane protein
chr	NC_012967.1	290980	291216	-	8175208	ykgI	ECB_00259	YP_003043486.1	78	-	hypothetical protein ECB_00259
chr	NC_012967.1	291325	292650	-	8175209	ykgC	ECB_00260	YP_003043487.1	441	-	pyridine nucleotide-disulfide oxidoreductase
chr	NC_012967.1	292876	293730	+	8175210	ykgD	ECB_00261	YP_003043488.1	284	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	294257	294976	+	8175211	ykgE	ECB_00262	YP_003043489.1	239	-	putative oxidoreductase
chr	NC_012967.1	294987	296414	+	8175212	ykgF	ECB_00263	YP_003043490.1	475	-	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
chr	NC_012967.1	296407	297102	+	8175213	ykgG	ECB_00264	YP_003043491.1	231	-	putative transporter
chr	NC_012967.1	297057	297269	-	8178336	-	ECB_00265	YP_003043492.1	70	-	hypothetical protein ECB_00265
chr	NC_012967.1	297345	298013	-	8175214	ykgH	ECB_00266	YP_003043493.1	222	-	putative inner membrane protein
chr	NC_012967.1	298226	299896	-	8175215	betA	ECB_00267	YP_003043494.1	556	-	choline dehydrogenase
chr	NC_012967.1	299910	301382	-	8175216	betB	ECB_00268	YP_003043495.1	490	-	betaine aldehyde dehydrogenase
chr	NC_012967.1	301396	301983	-	8178337	betI	ECB_00269	YP_003043496.1	195	-	transcriptional regulator BetI
chr	NC_012967.1	302112	304145	+	8175217	betT	ECB_00270	YP_003043497.1	677	-	choline transport protein BetT
chr	NC_012967.1	305020	306108	+	8178338	yahA	ECB_00271	YP_003043498.1	362	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	306150	307082	-	8175218	yahB	ECB_00272	YP_003043499.1	310	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	307174	307671	-	8175219	yahC	ECB_00273	YP_003043500.1	165	-	putative inner membrane protein
chr	NC_012967.1	307929	308534	+	8178339	yahD	ECB_00274	YP_003043501.1	201	-	putative transcriptional regulator with ankyrin domain
chr	NC_012967.1	308574	309437	+	8175220	yahE	ECB_00275	YP_003043502.1	287	-	hypothetical protein ECB_00275
chr	NC_012967.1	309427	310974	+	8175221	yahF	ECB_00276	YP_003043503.1	515	-	putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain
chr	NC_012967.1	310974	312392	+	8178890	yahG	ECB_00277	YP_003043504.1	472	-	hypothetical protein ECB_00277
chr	NC_012967.1	312814	313764	+	8175222	yahI	ECB_00278	YP_003043505.1	316	-	putative carbamate kinase
chr	NC_012967.1	313774	315156	+	8175223	yahJ	ECB_00279	YP_003043506.1	460	-	putative deaminase
chr	NC_012967.1	315533	316582	+	8175224	yahK	ECB_00280	YP_003043507.1	349	-	putative oxidoreductase, Zn-dependent and NAD(P)-binding
chr	NC_012967.1	316826	317641	+	8175225	yahL	ECB_00281	YP_003043508.1	271	-	hypothetical protein ECB_00281
chr	NC_012967.1	318054	318299	+	8175226	yahM	ECB_00282	YP_003043509.1	81	-	hypothetical protein ECB_00282
chr	NC_012967.1	318316	318987	-	8175227	yahN	ECB_00283	YP_003043510.1	223	-	neutral amino-acid efflux system
chr	NC_012967.1	319134	319409	+	8175228	yahO	ECB_00284	YP_003043511.1	91	-	hypothetical protein ECB_00284
chr	NC_012967.1	319507	321093	-	8175229	prpR	ECB_00285	YP_003043512.1	528	-	DNA-binding transcriptional activator
chr	NC_012967.1	321332	322222	+	8175230	prpB	ECB_00286	YP_003043513.1	296	-	2-methylisocitrate lyase
chr	NC_012967.1	322662	323831	+	8175231	prpC	ECB_00287	YP_003043514.1	389	-	methylcitrate synthase
chr	NC_012967.1	323865	325316	+	8175232	prpD	ECB_00288	YP_003043515.1	483	-	2-methylcitrate dehydratase
chr	NC_012967.1	325356	327242	+	8178340	prpE	ECB_00289	YP_003043516.1	628	-	propionyl-CoA synthetase
chr	NC_012967.1	327478	328737	+	8175233	codB	ECB_00290	YP_003043517.1	419	-	cytosine permease
chr	NC_012967.1	328727	330010	+	8175234	codA	ECB_00291	YP_003043518.1	427	-	cytosine deaminase
chr	NC_012967.1	330347	331246	-	8175235	cynR	ECB_00292	YP_003043519.1	299	-	DNA-binding transcriptional regulator CynR
chr	NC_012967.1	331355	332014	+	8175236	cynT	ECB_00293	YP_003043520.1	219	-	carbonic anhydrase
chr	NC_012967.1	332045	332515	+	8175237	cynS	ECB_00294	YP_003043521.1	156	-	cyanate hydratase
chr	NC_012967.1	332548	333702	+	8178341	cynX	ECB_00295	YP_003043522.1	384	-	putative cyanate transporter
chr	NC_012967.1	333805	334416	-	8175238	lacA	ECB_00296	YP_003043523.1	203	-	galactoside O-acetyltransferase
chr	NC_012967.1	334482	335735	-	8178891	lacY	ECB_00297	YP_003043524.1	417	-	galactoside permease
chr	NC_012967.1	335787	338861	-	8175239	lacZ	ECB_00298	YP_003043525.1	1024	-	beta-D-galactosidase
chr	NC_012967.1	338984	340066	-	8175240	lacI	ECB_00299	YP_003043526.1	360	-	lac repressor
chr	NC_012967.1	340143	341090	-	8175241	mhpR	ECB_00300	YP_003043527.1	315	-	DNA-binding transcriptional activator MhpR
chr	NC_012967.1	341167	342831	+	8175242	mhpA	ECB_00301	YP_003043528.1	554	-	3-(3-hydroxyphenyl)propionate hydroxylase
chr	NC_012967.1	342833	343777	+	8175243	mhpB	ECB_00302	YP_003043529.1	314	-	3-(2,3-dihydroxyphenyl)propionate dioxygenase
chr	NC_012967.1	343780	344661	+	8175244	mhpC	ECB_00303	YP_003043530.1	293	-	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase
chr	NC_012967.1	344671	345480	+	8175245	mhpD	ECB_00304	YP_003043531.1	269	-	2-keto-4-pentenoate hydratase
chr	NC_012967.1	345477	346427	+	8178342	mhpF	ECB_00305	YP_003043532.1	316	-	acetaldehyde dehydrogenase
chr	NC_012967.1	346424	347437	+	8175246	mhpE	ECB_00306	YP_003043533.1	337	-	4-hydroxy-2-ketovalerate aldolase
chr	NC_012967.1	347815	349026	+	8175247	mhpT	ECB_00307	YP_003043534.1	403	-	putative 3-hydroxyphenylpropionic transporter MhpT
chr	NC_012967.1	349128	349667	+	8175248	yaiL	ECB_00308	YP_003043535.1	179	-	nucleoprotein/polynucleotide-associated enzyme
chr	NC_012967.1	349893	350726	-	8175249	frmB	ECB_00309	YP_003043536.1	277	-	putative esterase
chr	NC_012967.1	350819	351928	-	8175250	frmA	ECB_00310	YP_003043537.1	369	-	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase
chr	NC_012967.1	351963	352238	-	8175251	frmR	ECB_00311	YP_003043538.1	91	-	regulator protein FrmR
chr	NC_012967.1	352424	353197	-	8178343	yaiO	ECB_00312	YP_003043539.1	257	-	hypothetical protein ECB_00312
chr	NC_012967.1	353279	353782	-	8175252	insB-4	ECB_00313	YP_003043540.1	167	-	IS1 protein InsB
chr	NC_012967.1	353701	353976	-	8178892	insA-4	ECB_00314	YP_003043541.1	91	-	IS1 protein InsA
chr	NC_012967.1	354140	355102	+	8178893	tauA	ECB_00315	YP_003043542.1	320	-	taurine transporter substrate binding subunit
chr	NC_012967.1	355115	355882	+	8175253	tauB	ECB_00316	YP_003043543.1	255	-	taurine transporter ATP-binding subunit
chr	NC_012967.1	355879	356706	+	8178894	tauC	ECB_00317	YP_003043544.1	275	-	taurine transporter subunit
chr	NC_012967.1	356703	357554	+	8175254	tauD	ECB_00318	YP_003043545.1	283	-	taurine dioxygenase
chr	NC_012967.1	357661	358635	-	8175255	hemB	ECB_00319	YP_003043546.1	324	-	delta-aminolevulinic acid dehydratase
chr	NC_012967.1	358825	359022	-	8175256	-	ECB_00320	YP_003043547.1	65	-	hypothetical protein ECB_00320
chr	NC_012967.1	359158	362064	+	8175257	yaiT	ECB_00321	YP_003043548.1	968	-	hypothetical protein ECB_00321
chr	NC_012967.1	362107	362775	+	8175258	yaiV	ECB_00322	YP_003043549.1	222	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	362776	363933	-	8175259	ampH	ECB_00323	YP_003043550.1	385	-	beta-lactam binding protein AmpH
chr	NC_012967.1	364285	365505	+	8175260	sbmA	ECB_00324	YP_003043551.1	406	-	transport protein
chr	NC_012967.1	365518	366612	+	8178344	yaiW	ECB_00325	YP_003043552.1	364	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	366671	366979	-	8175261	yaiY	ECB_00326	YP_003043553.1	102	-	putative inner membrane protein
chr	NC_012967.1	367239	367451	+	8175262	yaiZ	ECB_00327	YP_003043554.1	70	-	putative inner membrane protein
chr	NC_012967.1	367475	368569	-	8175263	ddl	ECB_00328	YP_003043555.1	364	-	D-alanyl-alanine synthetase A
chr	NC_012967.1	369032	369292	+	8175264	yaiB	ECB_00329	YP_003043556.1	86	-	hypothetical protein ECB_00329
chr	NC_012967.1	369393	370808	+	8175265	phoA	ECB_00330	YP_003043557.1	471	-	alkaline phosphatase
chr	NC_012967.1	370927	371247	+	8175266	psiF	ECB_00331	YP_003043558.1	106	-	hypothetical protein ECB_00331
chr	NC_012967.1	371349	372464	+	8178345	adrA	ECB_00332	YP_003043559.1	371	-	diguanylate cyclase AdrA
chr	NC_012967.1	372481	373290	-	8175267	proC	ECB_00333	YP_003043560.1	269	-	pyrroline-5-carboxylate reductase
chr	NC_012967.1	373410	373868	+	8175268	yaiI	ECB_00334	YP_003043561.1	152	-	hypothetical protein ECB_00334
chr	NC_012967.1	374051	374575	+	8175269	aroL	ECB_00335	YP_003043562.1	174	-	shikimate kinase II
chr	NC_012967.1	374625	374816	+	8178346	yaiA	ECB_00336	YP_003043563.1	63	-	hypothetical protein ECB_00336
chr	NC_012967.1	375074	375751	+	8175270	aroM	ECB_00337	YP_003043564.1	225	-	hypothetical protein ECB_00337
chr	NC_012967.1	375823	376107	+	8178895	yaiE	ECB_00338	YP_003043565.1	94	-	hypothetical protein ECB_00338
chr	NC_012967.1	376315	376596	+	8178896	ykiA	ECB_00339	YP_003043566.1	93	-	hypothetical protein ECB_00339
chr	NC_012967.1	376764	377267	-	8175271	insB-5	ECB_00340	YP_003043567.1	167	-	IS1 protein InsB
chr	NC_012967.1	377186	377461	-	8175272	insA-5	ECB_00341	YP_003043568.1	91	-	IS1 protein InsA
chr	NC_012967.1	377531	378442	-	8175273	rdgC	ECB_00342	YP_003043569.1	303	-	recombination associated protein
chr	NC_012967.1	378567	379475	+	8175274	yajF	ECB_00343	YP_003043570.1	302	-	fructokinase
chr	NC_012967.1	379720	380904	-	8175275	araJ	ECB_00344	YP_003043571.1	394	-	MFS transport protein AraJ
chr	NC_012967.1	381030	384176	-	8175276	sbcC	ECB_00345	YP_003043572.1	1048	-	exonuclease subunit SbcC
chr	NC_012967.1	384173	385375	-	8178347	sbcD	ECB_00346	YP_003043573.1	400	-	exonuclease subunit SbcD
chr	NC_012967.1	385565	386254	+	8175277	phoB	ECB_00347	YP_003043574.1	229	-	transcriptional regulator PhoB
chr	NC_012967.1	386312	387607	+	8175278	phoR	ECB_00348	YP_003043575.1	431	-	phosphate regulon sensor protein
chr	NC_012967.1	388014	389333	+	8178348	brnQ	ECB_00349	YP_003043576.1	439	-	putative branched chain amino acid transporter (LIV-II)
chr	NC_012967.1	389409	390782	+	8175279	proY	ECB_00350	YP_003043577.1	457	-	putative proline-specific permease
chr	NC_012967.1	390938	392755	+	8175280	malZ	ECB_00351	YP_003043578.1	605	-	maltodextrin glucosidase
chr	NC_012967.1	393434	394504	+	8175282	queA	ECB_00353	YP_003043579.1	356	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
chr	NC_012967.1	394560	395687	+	8175283	tgt	ECB_00354	YP_003043580.1	375	-	queuine tRNA-ribosyltransferase
chr	NC_012967.1	395710	396042	+	8175284	yajC	ECB_00355	YP_003043581.1	110	-	preprotein translocase subunit YajC
chr	NC_012967.1	396070	397917	+	8178349	secD	ECB_00356	YP_003043582.1	615	-	preprotein translocase subunit SecD
chr	NC_012967.1	397928	398899	+	8175285	secF	ECB_00357	YP_003043583.1	323	-	preprotein translocase subunit SecF
chr	NC_012967.1	399027	399374	+	8178897	yajD	ECB_00358	YP_003043584.1	115	-	hypothetical protein ECB_00358
chr	NC_012967.1	399662	400435	-	8178898	tsx	ECB_00359	YP_003043585.1	257	-	nucleoside channel phage T6/colicin K receptor
chr	NC_012967.1	400734	401273	-	8175286	yajI	ECB_00360	YP_003043586.1	179	-	hypothetical protein ECB_00360
chr	NC_012967.1	401424	401873	+	8178899	nrdR	ECB_00361	YP_003043587.1	149	-	transcriptional regulator NrdR
chr	NC_012967.1	401877	402980	+	8175287	ribD	ECB_00362	YP_003043588.1	367	-	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
chr	NC_012967.1	403069	403539	+	8175288	ribH	ECB_00363	YP_003043589.1	156	-	6,7-dimethyl-8-ribityllumazine synthase
chr	NC_012967.1	403559	403978	+	8175289	nusB	ECB_00364	YP_003043590.1	139	-	transcription antitermination protein NusB
chr	NC_012967.1	404056	405033	+	8175290	thiL	ECB_00365	YP_003043591.1	325	-	thiamine monophosphate kinase
chr	NC_012967.1	405011	405529	+	8175291	pgpA	ECB_00366	YP_003043592.1	172	-	phosphatidylglycerophosphatase A
chr	NC_012967.1	405583	406557	-	8175292	yajO	ECB_00367	YP_003043593.1	324	-	putative oxidoreductase
chr	NC_012967.1	406737	408599	-	8175293	dxs	ECB_00368	YP_003043594.1	620	-	1-deoxy-D-xylulose-5-phosphate synthase
chr	NC_012967.1	408624	409523	-	8175294	ispA	ECB_00369	YP_003043595.1	299	-	geranyltranstransferase
chr	NC_012967.1	409523	409765	-	8175295	xseB	ECB_00370	YP_003043596.1	80	-	exodeoxyribonuclease VII small subunit
chr	NC_012967.1	409971	411419	+	8175296	thiI	ECB_00371	YP_003043597.1	482	-	thiamine biosynthesis protein ThiI
chr	NC_012967.1	411473	412063	-	8178350	thiJ	ECB_00372	YP_003043598.1	196	-	DJ-1 family protein
chr	NC_012967.1	412026	412937	-	8175297	apbA	ECB_00373	YP_003043599.1	303	-	2-dehydropantoate 2-reductase
chr	NC_012967.1	413105	413596	+	8175298	yajQ	ECB_00374	YP_003043600.1	163	-	putative nucleotide-binding protein
chr	NC_012967.1	413724	415088	-	8178900	yajR	ECB_00375	YP_003043601.1	454	-	putative transporter
chr	NC_012967.1	415505	416440	+	8178901	-	ECB_00376	YP_003043602.1	311	-	hypothetical protein ECB_00376
chr	NC_012967.1	416496	417038	-	8175299	-	ECB_00377	YP_003043603.1	180	-	putative acetyltransferase
chr	NC_012967.1	417022	417399	-	8175300	-	ECB_00378	YP_003043604.1	125	-	hypothetical protein ECB_00378
chr	NC_012967.1	417518	418408	-	8175301	cyoE	ECB_00379	YP_003043605.1	296	-	protoheme IX farnesyltransferase
chr	NC_012967.1	418420	418749	-	8175302	cyoD	ECB_00380	YP_003043606.1	109	-	cytochrome o ubiquinol oxidase subunit IV
chr	NC_012967.1	418749	419363	-	8178902	cyoC	ECB_00381	YP_003043607.1	204	-	cytochrome o ubiquinol oxidase subunit III
chr	NC_012967.1	419353	421344	-	8175303	cyoB	ECB_00382	YP_003043608.1	663	-	cytochrome o ubiquinol oxidase subunit I
chr	NC_012967.1	421366	422313	-	8175304	cyoA	ECB_00383	YP_003043609.1	315	-	cytochrome o ubiquinol oxidase subunit II
chr	NC_012967.1	422775	424250	-	8175305	ampG	ECB_00384	YP_003043610.1	491	-	muropeptide transporter
chr	NC_012967.1	424294	424872	-	8175306	yajG	ECB_00385	YP_003043611.1	192	-	hypothetical protein ECB_00385
chr	NC_012967.1	425177	425494	+	8175307	bolA	ECB_00386	YP_003043612.1	105	-	transcriptional regulator BolA
chr	NC_012967.1	425838	427136	+	8175308	tig	ECB_00387	YP_003043613.1	432	-	trigger factor
chr	NC_012967.1	427382	428005	+	8175309	clpP	ECB_00388	YP_003043614.1	207	-	ATP-dependent Clp protease proteolytic subunit
chr	NC_012967.1	428131	429405	+	8178351	clpX	ECB_00389	YP_003043615.1	424	-	ATP-dependent protease ATP-binding subunit ClpX
chr	NC_012967.1	429675	430787	-	8178352	insL-2	ECB_00390	YP_003043616.1	370	-	putative transposase insL for insertion sequence IS186
chr	NC_012967.1	430943	433297	+	8175310	lon	ECB_00391	YP_003043617.1	784	-	DNA-binding ATP-dependent protease La
chr	NC_012967.1	433506	433778	+	8175311	hupB	ECB_00392	YP_003043618.1	90	-	transcriptional regulator HU subunit beta
chr	NC_012967.1	433970	435841	+	8175312	ppiD	ECB_00393	YP_003043619.1	623	-	peptidyl-prolyl cis-trans isomerase (rotamase D)
chr	NC_012967.1	435992	436363	+	8175313	ybaV	ECB_00394	YP_003043620.1	123	-	hypothetical protein ECB_00394
chr	NC_012967.1	436469	436867	+	8178903	ybaW	ECB_00395	YP_003043621.1	132	-	hypothetical protein ECB_00395
chr	NC_012967.1	436919	437614	-	8175314	ybaX	ECB_00396	YP_003043622.1	231	-	queuosine biosynthesis protein QueC
chr	NC_012967.1	437679	439379	-	8175315	ybaE	ECB_00397	YP_003043623.1	566	-	putative transporter subunit periplasmic-binding component of ABC superfamily
chr	NC_012967.1	439479	440297	+	8175316	cof	ECB_00398	YP_003043624.1	272	-	thiamin pyrimidine pyrophosphate hydrolase
chr	NC_012967.1	440450	440908	+	8178904	ybaO	ECB_00399	YP_003043625.1	152	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	440938	442710	+	8178905	mdlA	ECB_00400	YP_003043626.1	590	-	putative multidrug transporter membrane\ATP-binding proteins
chr	NC_012967.1	442703	444484	+	8175317	mdlB	ECB_00401	YP_003043627.1	593	-	putative multidrug transporter membrane\ATP-binding proteins
chr	NC_012967.1	444665	445003	+	8175318	glnK	ECB_00402	YP_003043628.1	112	-	nitrogen regulatory protein P-II 2
chr	NC_012967.1	445033	446319	+	8175319	amtB	ECB_00403	YP_003043629.1	428	-	ammonium transporter
chr	NC_012967.1	446368	447228	-	8175320	tesB	ECB_00404	YP_003043630.1	286	-	acyl-CoA thioesterase II
chr	NC_012967.1	447446	448018	+	8175321	ybaY	ECB_00405	YP_003043631.1	190	-	putative outer membrane lipoprotein
chr	NC_012967.1	448049	448438	-	8175322	ybaZ	ECB_00406	YP_003043632.1	129	-	putative methyltransferase
chr	NC_012967.1	448739	449092	+	8175323	ybaA	ECB_00407	YP_003043633.1	117	-	hypothetical protein ECB_00407
chr	NC_012967.1	449134	450684	-	8178353	ylaB	ECB_00408	YP_003043634.1	516	-	inner membrane protein
chr	NC_012967.1	450848	451318	-	8175324	ylaC	ECB_00409	YP_003043635.1	156	-	putative inner membrane protein
